Employer,Total_Hires,Avg_Hourly_Wage,Majors_Served,Industries_Served,Years_Active,Seasons_Active,Remote_Rate,Cluster_Tier,Tier_Name
Northmarq,2,19.0,2,1,2,1,0.0,1,Low-Engagement Employers
Northrup Grumman,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Northwestern - Cincinnati,1,12.62,1,1,1,1,0.0,1,Low-Engagement Employers
Northwestern Mutual,41,21.210975609756098,8,4,7,3,0.0,0,Strategic High-Volume Partners
Northwestern Mutual - Cincinnati,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Northwestern Mutual Investment Services,3,17.0,3,1,1,1,0.0,1,Low-Engagement Employers
Northwestern Mutual Stephens District Office 060 - A61,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Northwestern Mutual West Chester,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Northwestern Mutual- Sarasota,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Novogradac & Company LLP,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Novolex,2,18.0,2,1,1,2,0.0,1,Low-Engagement Employers
"Novomer, Inc",1,62.5,1,1,1,1,0.0,1,Low-Engagement Employers
NuGrowth Solutions,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Nucor Raw Materials,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Nucor Trademark Metals Recycling,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Nurtur Holdings LLC,1,18.5,1,1,1,1,0.0,1,Low-Engagement Employers
Nutrien,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Nuveen,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
ODW Logistics,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
OKInteriors,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
OSC IntelliTrak,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Oakwood Management Company,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Oatey,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ogilvy & Mather,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ohio Army National Guard,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ohio Auditor of State,2,16.36,1,1,1,1,0.0,1,Low-Engagement Employers
Ohio Bureau of Workers' Compensation,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ohio Department of Taxation,1,20.16,1,1,1,1,0.0,1,Low-Engagement Employers
Ohio Insurance Agents Association,1,20.0,1,1,1,1,1.0,3,Premium Remote / Specialized Employers
"Ohio Insurance Agents Association, Inc",1,16.5,1,1,1,1,0.0,1,Low-Engagement Employers
Ohio Mutual Insurance Group,2,18.0,1,1,2,1,0.0,1,Low-Engagement Employers
Ohio National Financial Services,8,25.63875,4,1,4,3,0.0,2,Core Relationship Employers
Ohio Transport,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ohio Valley Flooring,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ohio Valley Goodwill Industries,2,17.0,1,1,1,2,0.0,1,Low-Engagement Employers
OhioHealth,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Old National Bank,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Olga Lorencin Skin Care,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Olympic Steel,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
OmniCable,1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
"Omnicare, Inc. aka CVS",1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
Omnishield Pest Solutions,1,25.0,1,1,1,1,0.0,1,Low-Engagement Employers
On the Rise Fitness,1,5.0,1,1,1,1,0.0,1,Low-Engagement Employers
One Holland Restaurant Group,2,18.25,1,1,1,2,0.0,1,Low-Engagement Employers
One Logistics Network,4,18.25,3,1,3,3,0.0,2,Core Relationship Employers
OneNKY Alliance,2,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
OneSight,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
OneSource Center for Nonprofit Excellence,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Opera Technologies Inc,1,22.5,1,1,1,1,0.0,1,Low-Engagement Employers
Operation Mobilization (OM),1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Optimal Path Finder,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Oracle Netsuite,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Orangetheory Fitness,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Orangetheory Fitness/West Coast Fitness,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Orchard Digital Marketing,6,16.666666666666668,2,1,3,3,0.0,2,Core Relationship Employers
Orchard Holdings Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Oriental Wok,1,8.0,1,1,1,1,0.0,1,Low-Engagement Employers
Origami Risk,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Orion,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Orion Advisor Solutions,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Orion Group,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Orion Portfolio Solutions,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Orion Services Group,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
OrnamentShop,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
OrthoAlliance,3,17.0,1,1,2,3,0.0,2,Core Relationship Employers
Orveon Global,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Oswald Companies,2,16.5,1,1,2,2,0.0,2,Core Relationship Employers
Oswald Company,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Oswald Financial,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Outbound Technologies, Inc",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ovative,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Over the Rhine Community Housing,2,12.5,1,1,2,2,0.0,2,Core Relationship Employers
Over-the-Rhine Community Housing,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Oyler Hines,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
PAR Excellence Systems,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
PBR (Prep Baseball Report),1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
PERRY proTECH,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
PIP Printing Marketing,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
PLS Financial,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
PNC,4,21.5,3,1,2,1,0.0,1,Low-Engagement Employers
PNC Bank,1,28.5,1,1,1,1,0.0,1,Low-Engagement Employers
PNC Financial Services,17,20.943529411764708,5,1,2,2,0.0,2,Core Relationship Employers
POPE Financial Planning,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
PPD,2,13.0,2,1,1,1,0.0,1,Low-Engagement Employers
PREP Property Group,6,16.333333333333332,2,1,3,3,0.0,2,Core Relationship Employers
PRIMERICA,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
PROVIDOM Inc,2,28.125,1,1,1,2,0.0,1,Low-Engagement Employers
"PVS Chemicals, Inc",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
PWC,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Packaging Corporation of America,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Page Industries,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pan-Pacific Mechanical,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Panda Express,1,18.25,1,1,1,1,0.0,1,Low-Engagement Employers
Panduit,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"ParaPRO, LLC",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Paramount Mortgage Corp,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Paramount Residential Mortgage Group, Inc",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Parcrest Advisors,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Park National Bank,4,15.46,3,1,3,3,0.0,2,Core Relationship Employers
Park Place Technologies,1,22.31,1,1,1,1,0.0,1,Low-Engagement Employers
Parker Hannifin Corporation,6,17.166666666666668,3,1,5,1,0.0,2,Core Relationship Employers
Partner Advisors,3,17.0,1,1,2,3,0.0,2,Core Relationship Employers
PatientPoint,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Paul Hemmer Company,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Paycom,5,21.0,3,1,5,2,0.0,2,Core Relationship Employers
Paycor,82,18.13841463414634,15,1,6,3,0.0,0,Strategic High-Volume Partners
Paycor Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Payload,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Peach Tree Advocacy,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Peak 6,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Peak Real Estate and Management,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pearl Harbor Aviation Museum,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Pebble Beach Company,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Peck Hannaford + Briggs,1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
Pelotonia,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Penn State,1,6.67,1,1,1,1,0.0,1,Low-Engagement Employers
Pension Corporation of America,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Penske,1,23.0,1,1,1,1,0.0,1,Low-Engagement Employers
Penske Entertainment | Indianapolis Motor Speedway | INDYCAR,3,12.166666666666666,1,1,2,2,0.0,2,Core Relationship Employers
"Penumbra, Inc",1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
People Working Cooperatively,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
People's Bank,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pep,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
PepsiCo,8,19.3125,3,2,4,1,0.0,2,Core Relationship Employers
Pepulab,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Perfect North Slopes,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Perfetti Van Melle,14,16.928571428571427,6,1,5,3,0.0,2,Core Relationship Employers
Performance Automotive,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Performance Automotive Network,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Performance Contracting, Inc",1,30.0,1,1,1,1,0.0,1,Low-Engagement Employers
Performance Food Group,2,18.5,2,1,2,1,0.0,1,Low-Engagement Employers
PetSmart,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Peter Cremer North America, LP",3,17.333333333333332,2,1,2,3,0.0,2,Core Relationship Employers
Petsmart,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pharma Logistics,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
PharmaVision,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pharmerica,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Philips Edison,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Philips Edison and Co,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
Phillips Edison & Company,173,17.485549132947977,19,2,7,3,0.0,0,Strategic High-Volume Partners
Physna,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Picture Health,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pilot Chemical,2,18.25,1,1,2,1,0.0,1,Low-Engagement Employers
Pilot.com,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Piper Sandler,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Piqua Steel & Crane,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Piqua Steel and Crane,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Pitcher, Enders & Drohan CPAs, Inc",2,23.0,1,1,1,2,0.0,1,Low-Engagement Employers
Pivotal Housing Partners,3,18.0,2,1,1,2,0.0,1,Low-Engagement Employers
Pixels + Ink Studio,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Plaid Technologies,1,30.0,1,1,1,1,0.0,1,Low-Engagement Employers
Plante Moran,17,25.705882352941178,4,1,6,2,0.0,2,Core Relationship Employers
"Plaskolite, LLC",1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Play Library,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Plaza Properties,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Plus Group,3,14.666666666666666,1,1,2,2,0.0,2,Core Relationship Employers
Plus Group of Companies,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Podium Education,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Polaris Logistics Group,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Polished Automotive Detailing,1,55.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Pope Financial Planning, LLC",1,20.59,1,1,1,1,0.0,1,Low-Engagement Employers
Porta Kleen,2,16.0,1,1,2,2,0.0,2,Core Relationship Employers
Ports petroleum,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Possehl Erzkontor N.A. Inc,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Possip,3,16.0,3,2,3,2,0.0,2,Core Relationship Employers
Powell Industries,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Power Promotions,1,4.72,1,1,1,1,0.0,1,Low-Engagement Employers
PowerAuctions,1,30.0,1,1,1,1,0.0,1,Low-Engagement Employers
Powers Agency,2,11.5,2,1,1,1,0.0,1,Low-Engagement Employers
Prasco,6,20.0,3,1,5,2,0.0,2,Core Relationship Employers
"Pratt & Whitney, a Raytheon Technologies Company (RTX)",1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pratt Industries USA,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Precision 1,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Precision Castparts Corp,2,19.0,2,1,2,2,0.0,2,Core Relationship Employers
Premier,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Premier Insurance Services,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Premier Office Movers,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Premier Senior Insurance Services,2,17.5,1,1,2,2,0.0,2,Core Relationship Employers
Premier Solutions,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Premire Pool and Spa,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Prep Baseball Report,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Price Hill Will,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
PricewaterhouseCoopers (PwC),28,24.244642857142857,7,1,6,3,0.0,0,Strategic High-Volume Partners
Primavista,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Primerica,2,12.665,1,2,2,2,0.0,2,Core Relationship Employers
Primerica Financial Services,2,17.0,1,2,2,1,0.0,1,Low-Engagement Employers
Princess and Buck,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Principal Global Investors,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pro Football Focus,1,8.5,1,1,1,1,0.0,1,Low-Engagement Employers
ProKids,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Procter & Gamble (P&G),64,18.56609375,16,1,6,3,0.0,0,Strategic High-Volume Partners
Procter and Gamble,3,20.486666666666665,1,1,3,2,0.0,2,Core Relationship Employers
Prodigy,1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
Proformex,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Projetech, Inc",5,16.0,3,1,2,3,0.0,2,Core Relationship Employers
Promowest Pavilion at Ovation,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Proscan Imaging,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Prosource,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Protective Insurance,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Protective Life Insurance Company,6,17.833333333333332,5,1,3,1,0.0,2,Core Relationship Employers
Protiviti,4,22.5,3,1,3,1,0.0,1,Low-Engagement Employers
Prudential Advisors,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Prus Construction,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Prysmian Group,2,18.0,2,1,2,2,0.0,2,Core Relationship Employers
Publicis Media,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pure Romance,3,18.0,1,1,2,3,0.0,2,Core Relationship Employers
Pure Storage,1,28.85,1,1,1,1,0.0,1,Low-Engagement Employers
PwC,5,29.45,3,1,3,2,0.0,2,Core Relationship Employers
PwC India,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Pymarid Global Hospatility,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Quality Switch Inc,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Quicken Loans,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Quipt Home Medical,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Quotient Technology,2,15.0,2,1,2,1,0.0,1,Low-Engagement Employers
"Quotient Technology, Inc",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
R.A jones,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
R.L. Steele & Co,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
RA Jones,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
RBC Wealth Management,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
RBI Solar,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
RC Capital,9,16.11111111111111,2,1,4,3,0.0,2,Core Relationship Employers
RE/MAX United Associates,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
REACH Alert,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
RH Aero,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
RH aero,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
RHM Real Estate Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
RIND Snacks,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"RJN Group, Inc",2,18.25,1,1,2,2,0.0,2,Core Relationship Employers
RKCA,5,16.14,2,1,4,3,0.0,2,Core Relationship Employers
RKCA Capital Advisors,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
RKCA Investment Bank,2,9.78,2,1,2,1,0.0,1,Low-Engagement Employers
RKCA Investment Banking,7,12.517142857142858,1,1,3,2,0.0,2,Core Relationship Employers
"RKCA, Inc",2,16.05,2,1,2,1,0.0,1,Low-Engagement Employers
ROI Experts,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
ROInsights,8,16.4375,3,2,3,3,0.0,2,Core Relationship Employers
RPI Graphic Data Solutions,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"RPT Realty, Inc",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
RRD,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
RRight Now Communications,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
RSM,8,26.78125,4,1,5,2,0.0,2,Core Relationship Employers
RSM US LLP,20,24.125,6,1,6,2,0.0,2,Core Relationship Employers
"RTM Consulting, Inc",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
RTS,3,13.0,2,2,2,1,0.0,1,Low-Engagement Employers
RTS Logistics,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
RWI Logistics LLC - A Castellini Group Company,41,15.21951219512195,10,1,7,3,0.0,0,Strategic High-Volume Partners
Radial Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Radius,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Radius Global,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Radius Global Market Research,4,17.0,1,2,3,3,0.0,2,Core Relationship Employers
Radius Global Marketing,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Radius Inisghts,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Radius Insights,4,17.75,4,1,2,3,0.0,2,Core Relationship Employers
Rage Electric,1,17.25,1,1,1,1,0.0,1,Low-Engagement Employers
Rangam,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rapid Mortgage Company,1,20.59,1,1,1,1,0.0,1,Low-Engagement Employers
Rapid Title Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Raymond James,3,14.0,1,1,2,1,0.0,1,Low-Engagement Employers
Raymond James & Associates,1,175.0,1,1,1,1,0.0,1,Low-Engagement Employers
Raytheon Technologies,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
Real Estate & Energy Partners,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Red Fern Advisor's and CPA's,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Red Gold Tomatoes, Inc",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Red Hat,1,25.0,1,1,1,1,0.0,1,Low-Engagement Employers
Red Ventures,1,31.25,1,1,1,1,0.0,1,Low-Engagement Employers
RedLine Athletics,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Refinery Ventures,7,16.0,4,1,3,3,0.0,2,Core Relationship Employers
Regal Logistics,1,30.0,1,1,1,1,0.0,1,Low-Engagement Employers
Regal Rexnord Corporation,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Reisenberg & Associates Inc,4,19.0,2,2,3,3,0.0,2,Core Relationship Employers
RelaDyne,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Reli Energy Solutions,2,24.0,1,1,2,2,0.0,2,Core Relationship Employers
Reliable Transportation Solutions,84,14.912738095238096,13,2,6,3,0.0,0,Strategic High-Volume Partners
Reliant Bank,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Renee Grace Bridal,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Research America,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Research America, Inc",5,15.4,1,1,3,3,0.0,2,Core Relationship Employers
Research Securities & Conflict of Interest Department,4,17.0,1,1,2,3,0.0,2,Core Relationship Employers
Residence Education Development,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Resonetics LLC,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Respawn Cleaning,1,6.67,1,1,1,1,0.0,1,Low-Engagement Employers
RetireMed,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
RevDau,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Revlectic,1,36.67,1,1,1,1,0.0,1,Low-Engagement Employers
Revletic,1,30.0,1,1,1,1,0.0,1,Low-Engagement Employers
Reynolds American Inc,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Reynolds and Reynolds,4,16.0,1,1,2,2,0.0,2,Core Relationship Employers
Rhinestahl,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rhinestahl CTS,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rhinestahl Corporation,29,18.724137931034484,10,1,7,4,0.0,0,Strategic High-Volume Partners
Richards Industrials,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Richwood Bank,2,12.18,1,2,2,1,0.0,1,Low-Engagement Employers
Ricondo & Associates,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Riley Decker Companies,3,15.0,1,1,2,3,0.0,2,Core Relationship Employers
Ripple Junction,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ripple Junction Design Company,3,13.666666666666666,3,1,2,2,0.0,2,Core Relationship Employers
RiskSOURCE Clark Theders,2,22.0,1,1,2,2,0.0,2,Core Relationship Employers
RiskVersity,2,16.0,2,1,2,1,0.0,1,Low-Engagement Employers
Rite Rug,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
River Cities Capital,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
River Cities Capital Fund,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
River Cities Capital Funds,2,15.5,1,1,1,2,0.0,1,Low-Engagement Employers
River Hills Consulting Services LLC,2,15.5,1,1,2,2,0.0,2,Core Relationship Employers
Rivercenter Marketing,1,40.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rivertown Strategies,2,16.5,1,1,2,2,0.0,2,Core Relationship Employers
Robert Bosch,7,16.571428571428573,2,2,4,3,0.0,2,Core Relationship Employers
Robert Bosch Automotive Steering LLC,6,18.083333333333332,6,1,4,3,0.0,2,Core Relationship Employers
"Robert Bosch Automotive Steering, LLC",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Robert E. Carroll, CPA",1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
RobforOhio,1,62.5,1,1,1,1,0.0,1,Low-Engagement Employers
Rock Hall,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rocket Mortgage,2,17.0,2,1,2,1,0.0,1,Low-Engagement Employers
Rockwell Automation,2,20.0,1,1,2,1,0.0,1,Low-Engagement Employers
Roebling Capital Partners,8,15.875,1,1,5,3,0.0,2,Core Relationship Employers
Rolfes & Swisher CPAs,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Rolled Alloys, Inc",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rolls-Royce,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ronald McDonald House Charities of Greater Cincinnati,2,15.5,1,1,2,2,0.0,2,Core Relationship Employers
Ross Dress for Less,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
Rosselot Financial Advisors,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rosselot Financial Group,6,15.278333333333334,1,1,5,2,0.0,2,Core Relationship Employers
Roth Real Estate Group,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rough Brothers,3,16.0,2,1,2,2,0.0,2,Core Relationship Employers
"Rudler, PSC",1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rudolph Libbe Group,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Rudolph Libbe Inc,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ruffolo Noel-Levitz,1,9.15,1,1,1,1,0.0,1,Low-Engagement Employers
Ruhr Fellowship,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
